"Código","Descripción","Forma","Concentración","Pres.","I NA","II NA","III NA","Vía Adm.","Indicaciones","Reg. Terapéutico"
"B05BA03","Carbohidratos  (dextrosa en agua)","Liquido parenteral","0.5","H   Hospitalaria","","1","1","P         Parenteral","Indicación general: Profilaxis y tratamiento de la deshidratación.Vehículo para administrar soluciones electrolíticas o de diversos medicamentos.Tratamiento de hipoglicemia y aporte calórico en nutrición parenteral total o parcial.",""
"B05BB02","Electrolitos con carbohidratos (dextrosa en solución salina)","Liquido parenteral","5 % + 0,9 %","G","1","1","1","P         Parenteral","Indicación general: Tratamiento de deshidratación por vómito y diarrea o por otras causas que produzcan pérdidas de líquidos y electrolitos.Manejo inicial de la hipovolemia por sangrado agudo.Vehículo para administrar diversos medicamentos.",""
"B05BC01","Manitol","Liquido parenteral","20 %","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general: Manejo del edema cerebral e hipertensión intracranealTratamiento de insuficiencia renal aguda (fase oligúrica).Tratamiento inespecífico de algunas intoxicaciones, para aumentar excreción de tóxicos (Etilenglicol, Alcohol metílico y Litio) y glaucoma (cuando no se puede bajar por otros medios).",""
"B05CB01","Cloruro de sodio","Liquido parenteral","0,9 %","G","1","1","1","P         Parenteral","Indicación general: Profilaxis y tratamiento de deshidratación y choque de diversa etiología. Manejo inicial de la hipovolemia por sangrado agudoVehículo para administrar diversos medicamentos, adecuado para uso en pacientes con diabetes e indicado en la depleción de sal, lo que puede surgir de las condiciones tales como la gastroenteritis, la cetoacidosis diabética y ascitis.",""
"B05CB10","Combinaciones  (lactato de Ringer)","Liquido parenteral","","G","1","1","1","P         Parenteral","Indicación general: Tratamiento de deshidratación.Manejo inicial de la hipovolemia por sangrado agudo, adecuado para uso en pacientes con acidosis diabética.",""
"B05DB","Soluciones hipertónicas  (diálisis peritoneal)","Liquido parenteral","1,5 % - 4,5 %","E    Especialista","","1","1","P         Parenteral","Indicación general: Diálisis peritoneal en insuficiencia renal crónica terminal.",""
"B05XA01","Cloruro de potasio","Liquido parenteral","2 mEq/mL","G","1","1","1","P         Parenteral","Indicación general:Profilaxis y tratamiento de hipokalemia",""
"B05XA02","Bicarbonato de sodio","Liquido parenteral","1 mEq/mL (8,4%)","G","1","1","1","P         Parenteral","Indicación general: Tratamiento de acidosis metabólica.Reanimación cardiopulmonar avanzada.Hiperkalemia.Intoxicación por antidepresivos tricíclicos (por la cardiotoxicidad) y en la alcalinización de la orina.",""
"B05XA03","Cloruro de sodio","Liquido parenteral","3,4 mEq/mL (20%)","G","1","1","1","P         Parenteral","Indicación general: Profilaxis y tratamiento de hiponatremia.",""
"B05XA05","Sulfato de magnesio (heptahidratado)","Liquido parenteral","0.2","G","1","1","1","P         Parenteral","Indicación general: Hipomagnesemia sintomática.Tratamiento de convulsiones asociadas a eclampsia o pre-eclampsia y arritmias graves, (sobre todo en presencia de hipopotasemia y en salvas en taquicardia ventricular rápida).",""
"B05XX","Oligoelementos","Liquido parenteral","","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general: Nutrición parenteral total.",""
"C01AA05","Digoxina","Liquido parenteral","0,25 mg/mL","E    Especialista","","1","1","P         Parenteral","Indicación general:Fibrilación auricular crónica.Insuficiencia cardíaca con fracción de eyección reducida.",""
"C01AA05","Digoxina","Solido oral","62,5 mcg y 250 mcg","F,E Continuidad por especialista","1","1","1","O        Oral","Indicación general:Fibrilación auricular crónica.Insuficiencia cardíaca con fracción de eyección reducida.",""
"C01AA05","Digoxina","Liquido oral","50 mcg/mL","E    Especialista","","1","1","O        Oral","Indicación general:Fibrilación auricular crónica.Insuficiencia cardíaca con fracción de eyección reducida.",""
"C01BD01","Amiodarona","Liquido parenteral","50 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general: Tratamiento de las arritmias graves, cuando no respondan o no toleren otros antiarrítmicos: Taquiarritmias asociadas con el síndrome de Wolff-Parkinson-White. Prevención de la recidiva de la fibrilación y ""flutter"" auricular. Todos los tipos de taquiarritmias de naturaleza paroxística incluyendo: taquicardias supraventricular, nodal y ventricular, fibrilación ventricular.",""
"C01BD01","Amiodarona","Solido oral","200 mg","F,E Continuidad por especialista","1","1","1","O        Oral","Indicación general: Tratamiento de las arritmias graves, cuando no respondan o no toleren otros antiarrítmicos: Taquiarritmias asociadas con el síndrome de Wolff-Parkinson-White. Prevención de la recidiva de la fibrilación y ""flutter"" auricular. Todos los tipos de taquiarritmias de naturaleza paroxística incluyendo: taquicardias supraventricular, nodal y ventricular, fibrilación ventricular.",""
"C01CA03","Norepinefrina","Liquido parenteral","1 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general:Como medida de emergencia en el restablecimiento de la presión arterial en casos de hipotensión aguda, severa. (Ej. feocromocitomectomía, simpatectomía, poliomielitis, raquianestesia, infarto de miocardio, septicemia, transfusión de sangre, anafilaxia y reacciones a medicamentos).Coadyuvante temporal en el tratamiento de la parada cardíaca y de la hipotensión aguda.",""
"C01CA04","Dopamina","Liquido parenteral","40 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general: Choque refractario a la reanimación con líquidos cuando no existe otra alternativa.",""
"C01CA07","Dobutamina","Liquido parenteral","50 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general:Choque cardiogénico.Insuficiencia cardiaca congestiva.Soporte inotrópico en cirugía cardiaca.Cardiomiopatías. Choque séptico, para prueba diagnóstica especializada (prueba de estrés farmacológico).",""
"C01CA24","Epinefrina (adrenalina)","Liquido parenteral","1 mg/mL","G","1","1","1","P         Parenteral","Indicación general: Reanimación cardio-pulmonar.Choque anafiláctico.Angioedema.Broncoespasmo severo (cuando no hay otra alternativa).Es un medicamento de soporte vital.",""
"C01CA26","Efedrina","Liquido parenteral","60 mg/mL","H   Hospitalaria","","1","1","P         Parenteral","Indicación general:Reversión de hipotensión por anestesia espinal o epidural.",""
"C01CX08","Levosimendán*","Liquido parenteral","2.5 mg/mL","HE     Hospitalario Especialista","","1","1","P(IV)  Parenteral (Intravenosa)","Indicación aprobada en la 11ª Revisión del CNMB: Tratamiento a corto plazo de la descompensación aguda severa de la insuficiencia cardiaca donde se considere apropiado un soporte inotrópico.",""
"C01DA02","Trinitrato de glicerilo (nitroglicerina)","Liquido parenteral","5 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general: Infarto agudo de miocardio con elevación del segmento ST (IC) en ausencia de hipotensión, especialmente con falla cardiaca. Hipertensión arterial o dolor persistente pese a terapia oral. Síndrome coronario agudo.Para manejo de isquemia cardíaca durante y después de cirugía cardiaca.Insuficiencia cardíaca y angina inestable.",""
"C01DA08","Dinitrato de isosorbida","Solido oral (Sublingual)","5 mg","G","1","1","1","O        Oral","Indicación general: Tratamiento de angina de pecho aguda y crónica.",""
"C01DA14","Mononitrato de isosorbida","Solido oral","20 mg","G","1","1","1","O        Oral","Indicación general: Tratamiento a largo plazo de la angina de pecho.",""
"C01EA01","Alprostadil*","Liquido parenteral","20 mcg/mL y 500 mcg/mL","E    Especialista","","1","1","P         Parenteral","Indicación exclusiva: Cardiopatías simples o complejas (Cardiopatías Ductus Dependiente) con estenosis severa o atresia pulmonar cuya circulación depende exclusivamente del ductus. Tratamiento sintomático de la arteriopatía oclusiva arterioesclerótica de miembros inferiores en estadios III y IV de Leriche-Fontaine, excluyendo los pacientes candidatos a amputación.",""
"C01EB10","Adenosina","Liquido parenteral","3 mg/mL","E    Especialista","","1","1","P         Parenteral","Indicación general: Tratamiento de primera elección para reversión rápida a ritmo sinusal de taquicardia paroxística supraventricular, incluyendo la asociada a Síndrome de Wolf-Parkinson-White. Taquicardia RCP.Prueba de estrésAyuda para el diagnóstico de las taquicardias supraventriculares complejas amplias o estrechasSensibilización de las investigaciones electrofisiológicas intra-cavitarias.",""
"C02AB01","Metildopa (levógira)","Solido oral","250 mg y 500 mg","F,E Continuidad por especialista","1","1","1","O        Oral","Indicación general: Hipertensión durante el embarazo.Hipertensión arterial moderada a severa.",""
"C02CA04","Doxazosina","Solido oral","2 mg y 4 mg","E    Especialista","1","1","1","O        Oral","Indicación general: Coadyuvante en el manejo de la hipertensión arterial resistente.Tratamiento de los signos y síntomas de la hiperplasia prostática benigna.",""
"C02DB02","Hidralazina","Liquido parenteral","20 mg/mL","K,HE  Kits de emergencia,hospitalario","1","1","1","P         Parenteral","Indicación general: Tratamiento de hipertensión moderada a severa.Emergencias hipertensiva.Insuficiencia cardíaca (con nitrato de acción prolongada.",""
"C02DB02","Hidralazina","Solido oral","50 mg","H   Hospitalaria","","1","1","O        Oral","Indicación general: Tratamiento de hipertensión moderada a severa.Emergencias hipertensiva.Insuficiencia cardíaca (con nitrato de acción prolongada.",""
"C02DD01","Nitroprusiato sódico","Liquido parenteral/Solido parenteral","50 mg","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general: Crisis hipertensiva. Inducción de hipotensión en anestesia general.Insuficiencia cardíaca severa con el objetivo de reducir pre y post carga, incluyendo a aquellas asociadas con infarto de miocardio.",""
"C03BA04","Clortalidona","Solido oral","25 mg y 50 mg","G","1","1","1","O        Oral","Indicación general:Tratamiento de hipertensión arterial esencial (medicamento de primera línea).",""
"C03CA01","Furosemida","Liquido parenteral","10 mg/mL","G","1","1","1","P         Parenteral","Indicación general:Hipertensión arterial.Edema agudo de pulmón.Ascitis maligna (junto a espironolactona) asociada a hipertensión portal o a hiperaldosteronismo.Hipercalcemia.",""
"C03CA01","Furosemida","Solido oral","40 mg","G","1","1","1","O        Oral","Indicación general:Hipertensión arterial.Edema agudo de pulmón.Ascitis maligna (junto a espironolactona) asociada a hipertensión portal o a hiperaldosteronismo.Hipercalcemia.",""
"C03DA01","Espironolactona","Solido oral","25 mg y 100 mg","G","1","1","1","O        Oral","Indicación general:Coadyuvante en el tratamiento de la hipertensión resistente.Insuficiencia cardiaca grave (clases funcionales III-IV de la NYHA).Hiperaldosteronismo primario (síndrome de Conn)Cirrosis hepática con ascitis y edema.Síndrome nefrótico.Edema asociado a insuficiencia cardíaca congestiva.",""
"C05BB02","Polidocanol","Liquido parenteral","3 %","E    Especialista","","1","1","P         Parenteral","Indicación general: Tratamiento esclerosante de hemorroides.Tratamiento esclerosante de venas varicosas. Telangiectasias.Venas reticulares, no complicadas, en las extremidades inferiores (< 3mm de diámetro).",""
"C07AA05","Propranolol","Liquido parenteral","1 mg/mL","E    Especialista","","1","1","P         Parenteral","Indicación general: Uso exclusivo en prevención de sangrado de várices esofágicas en pacientes con enfermedad hepática avanzada.",""
"C07AA05","Propranolol","Solido oral","10 mg, 40 mg y 80 mg","E    Especialista","1","1","1","O        Oral","Indicación general: Uso exclusivo en prevención de sangrado de várices esofágicas en pacientes con enfermedad hepática avanzada.",""
"C07AB03","Atenolol","Solido oral","50 mg y 100 mg","G","1","1","1","O        Oral","Indicación general:Tratamiento de hipertensión arterial esencial.Terapia en angina de pecho.Prevención secundaria del infarto agudo de miocardio. Arritmias cardiacas.",""
"C07AG01","Labetalol*","Liquido parenteral","5 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación exclusiva: Crisis hipertensivasControl de taquiarritmias.",""
"C07AG01","Labetalol*","Solido oral","200 mg","E    Especialista","","1","1","O        Oral","Indicación exclusiva: Crisis hipertensivasControl de taquiarritmias.",""
"C07AG02","Carvedilol","Solido oral","6,25 mg - 25 mg","E    Especialista","1","1","1","O        Oral","Indicación general:Hipertensión esencial.Síndrome de la cardiopatía isquémica: angina crónica estable, isquemia miocárdica silente, angina inestable y disfunción isquémica del ventrículo izquierdo.Tratamiento coadyuvante de la insuficiencia cardiaca sintomática congestiva de moderada a severa.",""
"C08CA01","Amlodipina","Solido oral","5 mg y 10 mg","G","1","1","1","O        Oral","Indicación general: Hipertensión arterial.Alternativa para angina crónica estable. Angina vasoespástica (angina de Prinzmetal) y enfermedad arterial coronaria demostrada angiográficamente y en pacientes sin falla cardíaca o Fracción de Eyección menor al 40%. Alivio sintomático de dolor anginoso en pacientes que reciben nitratos y beta bloqueadores o en intolerancia al beta bloqueador en Síndrome Coronario Agudo sin elevación del segmento ST.",""
"C08CA05","Nifedipina","Solido oral","10 mg","E    Especialista","1","1","1","O        Oral","Indicación general:Útero inhibición en labor de parto prematura.",""
